Frequence_GHz,Amplitude
0.8,0.2207532
0.801001001001001,0.2923542
0.802002002002002,0.2664884
0.8030030030030031,0.2675606
0.8040040040040041,0.2175442
0.805005005005005,0.1940144
0.806006006006006,0.2827768
0.807007007007007,0.1622962
0.8080080080080081,0.2420696
0.8090090090090091,0.31706320000000004
0.81001001001001,0.1129328
0.811011011011011,0.28818960000000005
0.812012012012012,0.2383286
0.8130130130130131,0.43696199999999996
0.8140140140140141,0.3890652
0.815015015015015,0.2511402
0.816016016016016,0.1735274
0.817017017017017,0.1709076
0.8180180180180181,0.30443760000000003
0.8190190190190191,0.1291804
0.8200200200200201,0.27973580000000003
0.821021021021021,0.3199216
0.822022022022022,0.2620856
0.8230230230230231,0.16307219999999997
0.8240240240240241,0.2607706
0.8250250250250251,0.2247082
0.826026026026026,0.17447800000000002
0.827027027027027,0.26145860000000004
0.8280280280280281,0.1283002
0.8290290290290291,0.39754799999999996
0.8300300300300301,0.1841092
0.831031031031031,0.35119340000000004
0.832032032032032,0.231294
0.8330330330330331,0.2588288
0.8340340340340341,0.4310616
0.8350350350350351,0.2588754
0.836036036036036,0.34382619999999997
0.837037037037037,0.2061252
0.8380380380380381,0.2817462
0.8390390390390391,0.3459104
0.8400400400400401,0.2763042
0.841041041041041,0.15136780000000002
0.842042042042042,0.2242228
0.8430430430430431,0.3258684
0.8440440440440441,0.2552318
0.8450450450450451,0.3386338
0.846046046046046,0.33530959999999993
0.8470470470470471,0.4918456
0.8480480480480481,0.247509
0.8490490490490491,0.17313199999999998
0.8500500500500501,0.452158
0.851051051051051,0.2657522
0.8520520520520521,0.45903819999999995
0.8530530530530531,0.3519518
0.8540540540540541,0.2912478
0.8550550550550551,0.10782119999999999
0.8560560560560561,0.2797528
0.8570570570570571,0.2525234
0.8580580580580581,0.1946542
0.8590590590590591,0.21680600000000003
0.8600600600600601,0.1409348
0.8610610610610611,0.3243446
0.8620620620620622,0.1307114
0.8630630630630631,0.22666440000000002
0.8640640640640641,0.2224376
0.8650650650650651,0.3016812
0.8660660660660661,0.23916980000000004
0.8670670670670672,0.26269180000000003
0.8680680680680681,0.20454200000000003
0.8690690690690691,0.1567062
0.8700700700700701,0.1572454
0.8710710710710711,0.20470800000000003
0.8720720720720722,0.127647
0.8730730730730731,0.1192306
0.8740740740740741,0.2168264
0.8750750750750751,0.18566419999999997
0.8760760760760762,0.15082559999999998
0.8770770770770772,0.23319260000000003
0.8780780780780781,0.2560396
0.8790790790790791,0.33661640000000004
0.8800800800800801,0.4576732
0.8810810810810812,0.314328
0.8820820820820822,0.1381878
0.8830830830830831,0.3590628
0.8840840840840841,0.27643100000000004
0.8850850850850851,0.2772512
0.8860860860860862,0.22774700000000003
0.8870870870870872,0.3981426
0.8880880880880881,0.1987124
0.8890890890890891,0.29478160000000003
0.8900900900900901,0.1889156
0.8910910910910912,0.3342214
0.8920920920920922,0.28918720000000003
0.8930930930930931,0.1818394
0.8940940940940941,0.151353
0.8950950950950951,0.3291838
0.8960960960960962,0.136735
0.8970970970970972,0.2729266
0.8980980980980982,0.22535080000000002
0.8990990990990991,0.2810316
0.9001001001001001,0.41021719999999995
0.9011011011011012,0.1545022
0.9021021021021022,0.2522178
0.9031031031031032,0.36445120000000003
0.9041041041041041,0.338586
0.9051051051051051,0.278391
0.9061061061061062,0.220913
0.9071071071071072,0.2902186
0.9081081081081082,0.28209680000000004
0.9091091091091091,0.14784239999999998
0.9101101101101101,0.24687119999999999
0.9111111111111112,0.303587
0.9121121121121122,0.1464416
0.9131131131131132,0.1237172
0.9141141141141141,0.24034299999999997
0.9151151151151151,0.2856174
0.9161161161161162,0.297999
0.9171171171171172,0.26524080000000005
0.9181181181181182,0.22763000000000003
0.9191191191191191,0.27276580000000006
0.9201201201201201,0.2802154
0.9211211211211212,0.30168360000000005
0.9221221221221222,0.2287092
0.9231231231231232,0.41924040000000007
0.9241241241241241,0.1393984
0.9251251251251251,0.23758940000000003
0.9261261261261262,0.1526212
0.9271271271271272,0.2749858
0.9281281281281282,0.3725398
0.9291291291291291,0.394437
0.9301301301301301,0.3853648
0.9311311311311312,0.273859
0.9321321321321322,0.33646580000000004
0.9331331331331332,0.1651332
0.9341341341341342,0.34230700000000003
0.9351351351351351,0.287893
0.9361361361361362,0.29715159999999996
0.9371371371371372,0.173373
0.9381381381381382,0.22684139999999997
0.9391391391391392,0.4917054
0.9401401401401401,0.2924046
0.9411411411411412,0.15628179999999997
0.9421421421421422,0.1901658
0.9431431431431432,0.2261114
0.9441441441441442,0.23881639999999998
0.9451451451451451,0.17356659999999996
0.9461461461461462,0.3518504
0.9471471471471472,0.32013980000000003
0.9481481481481482,0.3780594
0.9491491491491492,0.2606302
0.9501501501501501,0.1233036
0.9511511511511512,0.27189379999999996
0.9521521521521522,0.3057986
0.9531531531531532,0.4578388000000001
0.9541541541541542,0.3392576
0.9551551551551551,0.2585056
0.9561561561561562,0.24596499999999996
0.9571571571571572,0.22171680000000002
0.9581581581581582,0.32321320000000003
0.9591591591591592,0.21754660000000003
0.9601601601601601,0.18098580000000003
0.9611611611611612,0.18223960000000003
0.9621621621621622,0.29522020000000004
0.9631631631631632,0.3074796
0.9641641641641642,0.1993266
0.9651651651651652,0.4208042
0.9661661661661662,0.3153152
0.9671671671671672,0.153969
0.9681681681681682,0.264092
0.9691691691691692,0.3005406
0.9701701701701702,0.199344
0.9711711711711712,0.36515
0.9721721721721722,0.4480152
0.9731731731731732,0.35609919999999995
0.9741741741741742,0.2802056
0.9751751751751752,0.5620806
0.9761761761761762,0.5449238000000001
0.9771771771771772,0.271719
0.9781781781781782,0.2498714
0.9791791791791792,0.2815626
0.9801801801801802,0.260498
0.9811811811811813,0.2676348
0.9821821821821822,0.192685
0.9831831831831832,0.45503460000000007
0.9841841841841843,0.5082632
0.9851851851851852,0.1867368
0.9861861861861863,0.3104546
0.9871871871871872,0.2886752
0.9881881881881882,0.24201799999999998
0.9891891891891893,0.2599054
0.9901901901901902,0.186643
0.9911911911911913,0.24993739999999998
0.9921921921921922,0.22968779999999997
0.9931931931931932,0.19643180000000002
0.9941941941941943,0.3813028
0.9951951951951952,0.5163698
0.9961961961961963,0.3776192
0.9971971971971972,0.4884378000000001
0.9981981981981982,0.7300251999999999
0.9991991991991993,0.6267176
1.0002002002002002,0.46350640000000004
1.0012012012012013,0.7314351999999998
1.0022022022022021,0.6507666
1.0032032032032032,0.34999139999999995
1.0042042042042043,0.6994844
1.0052052052052052,0.42536720000000006
1.0062062062062063,0.2629438
1.0072072072072071,0.167325
1.0082082082082082,0.36892759999999997
1.0092092092092093,0.3637642
1.0102102102102102,0.5047809999999999
1.0112112112112113,0.451383
1.0122122122122121,0.52928
1.0132132132132132,0.5664684
1.0142142142142143,0.4970496000000001
1.0152152152152152,0.42388640000000005
1.0162162162162163,0.3049074
1.0172172172172171,0.5451634
1.0182182182182182,0.2673586
1.0192192192192193,0.8222698
1.0202202202202202,0.8546883999999998
1.0212212212212213,0.6244871999999999
1.0222222222222221,0.5365498
1.0232232232232232,0.532626
1.0242242242242243,0.35594739999999997
1.0252252252252252,0.6302112
1.0262262262262263,0.6775718
1.0272272272272271,0.5268502
1.0282282282282282,0.5368236
1.0292292292292293,0.37355759999999993
1.0302302302302302,0.37337459999999995
1.0312312312312313,0.2215308
1.0322322322322321,0.43602300000000005
1.0332332332332332,0.4071168
1.0342342342342343,0.4876952
