Data from 17-06-meltmethod-300mgPTP-0.3PC-epinglesmall_FLMT001621__0__14-52-55-120.txt Node

Date: Thu Jun 18 14:52:55 EDT 2026
User: lucas
Spectrometer: FLMT00162
Trigger mode: 0
Integration Time (sec): 1,000000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345,274	9,88419
345,493	9,88419
345,712	9,88419
345,932	-27,5723
346,151	-13,00569
346,37	97,27633
346,59	30,69265
346,809	-37,97718
347,028	-19,24849
347,247	-40,05817
347,467	-52,54422
347,686	-19,24849
347,905	1,56067
348,124	59,82364
348,343	-8,84385
348,563	1,56067
348,782	59,82364
349,001	57,74289
349,22	11,96506
349,439	53,58137
349,658	16,12678
349,877	70,22733
350,096	11,96506
350,315	72,30805
350,534	-2,60112
350,753	28,61182
350,972	47,33905
351,191	34,85428
351,41	88,95365
351,629	-10,92477
351,848	22,36933
352,067	18,20764
352,286	70,22733
352,505	14,04592
352,724	39,01589
352,943	18,20764
353,162	16,12678
353,381	-110,8149
353,599	30,69265
353,818	47,33905
354,037	41,09669
354,256	32,77347
354,475	30,69265
354,693	39,01589
354,912	97,27633
355,131	-8,84385
355,35	70,22733
355,568	39,01589
355,787	63,98513
356,006	-31,73424
356,224	-21,32944
356,443	5,72244
356,661	18,20764
356,88	18,20764
357,099	45,25827
357,317	-19,24849
357,536	1,56067
357,754	49,41983
357,973	57,74289
358,191	97,27633
358,41	151,37185
358,628	116,00208
358,847	-58,78731
359,065	57,74289
359,284	-52,54422
359,502	-42,13916
359,721	66,06587
359,939	32,77347
360,157	86,87297
360,376	-35,89619
360,594	49,41983
360,813	7,80332
361,031	136,808
361,249	30,69265
361,467	-10,92477
361,686	16,12678
361,904	86,87297
362,122	51,5006
362,341	55,66213
362,559	1,56067
362,777	57,74289
362,995	101,43765
363,213	11,96506
363,431	97,27633
363,65	57,74289
363,868	-29,65327
364,086	74,38877
364,304	39,01589
364,522	39,01589
364,74	74,38877
364,958	34,85428
365,176	-50,46319
365,394	-44,22016
365,612	101,43765
365,83	145,13023
366,048	-8,84385
366,266	16,12678
366,484	59,82364
366,702	61,90439
366,92	-15,08662
367,138	116,00208
367,356	41,09669
367,574	3,64156
367,792	-23,41039
368,01	66,06587
368,227	107,67958
368,445	3,64156
368,663	-10,92477
368,881	7,80332
369,099	82,71159
369,316	36,93509
369,534	-52,54422
369,752	-65,03045
369,97	7,80332
370,187	-17,16755
370,405	63,98513
370,623	18,20764
370,84	91,03433
371,058	78,55019
371,276	41,09669
371,493	18,20764
