
345,274	-141,51271
345,493	-141,51271
345,712	-141,51271
345,932	-233,09267
346,151	-62,42914
346,37	-39,53792
346,59	-6,24271
346,809	-101,96998
347,028	-6,24271
347,247	62,42457
347,467	10,40441
347,686	-2,0809
347,905	-20,8092
348,124	43,69768
348,343	-8,32362
348,563	131,08642
348,782	33,29367
349,001	-12,48546
349,22	72,82823
349,439	6,24266
349,658	16,647
349,877	47,85924
350,096	-95,72657
350,315	20,80869
350,534	87,39314
350,753	101,95781
350,972	-4,1618
351,191	41,61688
351,41	124,84466
351,629	83,23176
351,848	68,66678
352,067	87,39314
352,286	-10,40454
352,505	-35,37595
352,724	10,40441
352,943	-22,89015
353,162	-4,1618
353,381	-74,91552
353,599	24,97037
353,818	-2,0809
354,037	43,69768
354,256	70,74751
354,475	-10,40454
354,693	27,0512
354,912	74,90895
355,131	72,82823
355,35	41,61688
355,568	29,13203
355,787	10,40441
356,006	14,56614
356,224	-33,29497
356,443	97,7965
356,661	-0
356,88	97,7965
357,099	-79,07769
357,317	47,85924
357,536	79,07036
357,754	-10,40454
357,973	83,23176
358,191	8,32354
358,41	-16,64732
358,628	66,58605
358,847	41,61688
359,065	-10,40454
359,284	-6,24271
359,502	-47,86193
359,721	22,88954
359,939	43,69768
360,157	-16,64732
360,376	56,18232
360,594	-18,72826
360,813	20,80869
361,031	6,24266
361,249	22,88954
361,467	29,13203
361,686	4,16178
361,904	-8,32362
362,122	-4,1618
362,341	58,26308
362,559	74,90895
362,777	20,80869
362,995	47,85924
363,213	-45,78092
363,431	18,72785
363,65	68,66678
363,868	-29,13302
364,086	49,94002
364,304	-24,9711
364,522	27,0512
364,74	68,66678
364,958	16,647
365,176	60,34383
365,394	122,76406
365,612	6,24266
365,83	60,34383
366,048	-64,51019
366,266	126,92525
366,484	-0
366,702	-29,13302
366,92	10,40441
367,138	-43,69991
367,356	27,0512
367,574	27,0512
367,792	45,77846
368,01	-101,96998
368,227	87,39314
368,445	-18,72826
368,663	35,37448
368,881	24,97037
369,099	-41,61891
369,316	45,77846
369,534	-24,9711
369,752	27,0512
