Data from toptop2mgmL40mL_FLMT001621__0__16-07-36-954.txt Node

Date: Tue Jun 09 16:07:36 EDT 2026
User: lucas
Spectrometer: FLMT00162
Trigger mode: 0
Integration Time (sec): 1,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345,274	-357,29736
345,493	-357,29736
345,712	-357,29736
345,932	-282,35588
346,151	-28,43937
346,37	38,14889
346,59	0,69363
346,809	-47,16826
347,028	15,25976
347,247	4,85541
347,467	21,50231
347,686	-26,35841
347,905	-13,87274
348,124	83,92533
348,343	-28,43937
348,563	-20,11555
348,782	88,0867
349,001	69,36036
349,22	56,87591
349,439	75,60252
349,658	-20,11555
349,877	42,31048
350,096	36,06808
350,315	58,95666
350,534	81,84463
350,753	121,37699
350,972	-72,14075
351,191	81,84463
351,41	44,39127
351,629	71,44108
351,848	-7,62998
352,067	73,5218
352,286	4,85541
352,505	-30,52034
352,724	-20,11555
352,943	-51,33029
353,162	92,24806
353,381	-11,79182
353,599	-1,38726
353,818	-36,76327
354,037	17,34061
354,256	-1,38726
354,475	88,0867
354,693	79,76393
354,912	9,01716
355,131	15,25976
355,35	88,0867
355,568	-45,08725
355,787	-40,92525
356,006	44,39127
356,224	-20,11555
356,443	38,14889
356,661	71,44108
356,88	23,58315
357,099	-22,1965
357,317	-57,57337
357,536	25,66398
357,754	-32,60131
357,973	75,60252
358,191	36,06808
358,41	-38,84425
358,628	31,90646
358,847	31,90646
359,065	-38,84425
359,284	-88,78949
359,502	40,22969
359,721	-20,11555
359,939	108,89328
360,157	61,03741
360,376	48,55284
360,594	29,82564
360,813	88,0867
361,031	27,74481
361,249	6,93629
361,467	38,14889
361,686	-65,89756
361,904	21,50231
362,122	40,22969
362,341	63,11815
362,559	108,89328
362,777	19,42146
362,995	42,31048
363,213	-49,24927
363,431	54,79515
363,65	148,42442
363,868	-38,84425
364,086	90,16738
364,304	-13,87274
364,522	54,79515
364,74	-7,62998
364,958	73,5218
365,176	-24,27745
365,394	65,19889
365,612	-11,79182
365,83	56,87591
366,048	-15,95368
366,266	11,09803
366,484	25,66398
366,702	50,63361
366,92	9,01716
367,138	6,93629
367,356	-34,68229
367,574	40,22969
367,792	90,16738
368,01	44,39127
368,227	113,05454
368,445	4,85541
368,663	50,63361
368,881	-74,22182
369,099	6,93629
369,316	-3,46816
369,534	38,14889
369,752	6,93629
369,97	23,58315
370,187	-36,76327
370,405	83,92533
370,623	46,47206
370,84	-45,08725
371,058	-28,43937
371,276	46,47206
371,493	52,71438
371,711	100,57071
371,928	38,14889
372,146	-53,41131
372,364	46,47206
372,581	11,09803
372,799	31,90646
373,016	-49,24927
373,234	25,66398
373,451	-24,27745
373,669	-18,03461
373,886	83,92533
374,103	-18,03461
374,321	90,16738
374,538	44,39127
374,756	17,34061
374,973	44,39127
375,19	-28,43937
375,408	-99,19513
375,625	2,77452
375,842	6,93629
376,06	2,77452
376,277	21,50231
